Ville,Code Postal,Département,Latitude,Longitude,Distance_vélo,Temps_vélo,Temps_velo (minutes),Temps_transports,Temps_transports (minutes),Distance_transport,Ratio temps_en_transport/distance,Temps_voiture,Temps_voiture (minutes),Distance_auto,Temps_voiture_heure_de_pointe,Temps_voiture_heure_de_pointe (minutes),Distance heure de pointe,Ratio temps_en_voiture/distance,Difference tps de parcours Voiture/Transport,Difference tps de parcours heure de pointe Voiture/Transport
Gurcy-le-Châtel,77520,Seine_et_Marne,48.4713721,3.0870428,78.6,4 hours 10 mins,250,nan,,98.0,,1 hour 3 mins,63,98.0,2 hours 18 mins,138,88.3,0.6428571428571429,,
Hautefeuille,77515,Seine_et_Marne,48.767644,2.964655,58.4,3 hours 11 mins,191,nan,,55.1,,42 mins,42,55.1,2 hours 3 mins,123,55.1,0.7622504537205081,,
Héricy,77850,Seine_et_Marne,48.4396914,2.7824729,68.6,3 hours 52 mins,232,nan,,78.1,,1 hour 0 mins,60,78.1,2 hours 24 mins,144,78.1,0.7682458386683739,,
Hermé,77114,Seine_et_Marne,48.4834895,3.3494296,96.2,5 hours 11 mins,311,nan,,103,,1 hour 11 mins,71,103,2 hours 21 mins,141,103,0.6893203883495146,,
Hondevilliers,77510,Seine_et_Marne,48.9053248,3.3142735,83.4,4 hours 32 mins,272,nan,,81.5,,56 mins,56,81.5,2 hours 11 mins,131,81.5,0.6871165644171779,,
Ichy,77890,Seine_et_Marne,48.2037453,2.5458701,86.4,4 hours 34 mins,274,nan,,89.7,,1 hour 4 mins,64,89.7,2 hours 25 mins,145,89.7,0.713489409141583,,
Isles-les-Meldeuses,77440,Seine_et_Marne,48.9989895,3.0055715,59.2,3 hours 17 mins,197,59 mins,59,69.3,0.8513708513708514,48 mins,48,69.3,1 hour 59 mins,119,69.3,0.6926406926406927,11.0,-60.0
Isles-lès-Villenoy,77450,Seine_et_Marne,48.9112145,2.8282222,48.1,2 hours 40 mins,160,nan,,58.1,,39 mins,39,58.1,1 hour 51 mins,111,58.1,0.6712564543889845,,
Iverny,77165,Seine_et_Marne,48.9990359,2.7882724,41.4,2 hours 15 mins,135,nan,,54.7,,41 mins,41,54.7,1 hour 56 mins,116,54.7,0.7495429616087751,,
Jablines,77450,Seine_et_Marne,48.917216,2.7608592,40.0,2 hours 13 mins,133,nan,,44.0,,35 mins,35,44.0,1 hour 47 mins,107,44.0,0.7954545454545454,,
Jaignes,77440,Seine_et_Marne,48.9915007,3.0520507,65.3,3 hours 35 mins,215,nan,,67.4,,47 mins,47,67.4,1 hour 58 mins,118,67.4,0.6973293768545994,,
Jaulnes,77480,Seine_et_Marne,48.41771139999999,3.2708804,94.1,5 hours 3 mins,303,nan,,112,,1 hour 10 mins,70,112,2 hours 29 mins,149,112,0.625,,
Jossigny,77600,Seine_et_Marne,48.8379286,2.7530198,37.5,2 hours 1 min,121,nan,,33.4,,27 mins,27,33.4,1 hour 39 mins,99,33.4,0.8083832335329342,,
Jouarre,77640,Seine_et_Marne,48.9269651,3.1300638,68.7,3 hours 44 mins,224,nan,,67.8,,45 mins,45,67.8,2 hours 0 mins,120,67.8,0.6637168141592921,,
Jouy-le-Châtel,77970,Seine_et_Marne,48.6650162,3.128555,72.6,3 hours 53 mins,233,nan,,73.6,,49 mins,49,73.6,2 hours 5 mins,125,73.6,0.6657608695652174,,
Jouy-sur-Morin,77320,Seine_et_Marne,48.79416579999999,3.2736196,82.4,4 hours 27 mins,267,2 hours 15 mins,135,81.3,1.6605166051660518,1 hour 0 mins,60,81.3,2 hours 13 mins,133,88.2,0.7380073800738007,75.0,2.0
Juilly,77230,Seine_et_Marne,49.0153784,2.7057171,37.9,2 hours 5 mins,125,nan,,46.4,,38 mins,38,46.4,2 hours 5 mins,125,46.4,0.8189655172413793,,
Jutigny,77650,Seine_et_Marne,48.4989323,3.2321518,85.3,4 hours 34 mins,274,nan,,97.2,,1 hour 8 mins,68,97.2,2 hours 18 mins,138,97.2,0.6995884773662551,,
La Brosse-Montceaux,77940,Seine_et_Marne,48.3445222,3.0192201,84.6,4 hours 35 mins,275,nan,,101,,1 hour 5 mins,65,101,2 hours 26 mins,146,101,0.6435643564356436,,
La Celle-sur-Morin,77515,Seine_et_Marne,48.7997228,2.9690487,58.9,3 hours 10 mins,190,nan,,54.2,,42 mins,42,54.2,2 hours 3 mins,123,54.2,0.7749077490774907,,
La Chapelle-Gauthier,77720,Seine_et_Marne,48.5494304,2.900209,59.8,3 hours 16 mins,196,nan,,74.1,,49 mins,49,74.1,2 hours 14 mins,134,74.1,0.6612685560053981,,
La Chapelle-Iger,77540,Seine_et_Marne,48.6524291,2.9902583,62.4,3 hours 25 mins,205,nan,,65.6,,45 mins,45,65.6,2 hours 1 min,121,65.6,0.6859756097560976,,
La Chapelle-la-Reine,77760,Seine_et_Marne,48.3144851,2.5700826,73.2,3 hours 52 mins,232,nan,,72.9,,49 mins,49,72.9,2 hours 18 mins,138,72.9,0.672153635116598,,
La Chapelle-Moutils,77320,Seine_et_Marne,48.7747289,3.3901143,90.7,4 hours 53 mins,293,nan,,90.5,,1 hour 8 mins,68,90.5,2 hours 18 mins,138,97.6,0.7513812154696132,,
La Chapelle-Rablais,77370,Seine_et_Marne,48.51098950000001,2.9722286,67.3,3 hours 38 mins,218,nan,,82.2,,58 mins,58,82.2,2 hours 20 mins,140,82.2,0.7055961070559611,,
La Chapelle-Saint-Sulpice,77160,Seine_et_Marne,48.5545395,3.1788073,78.2,4 hours 7 mins,247,nan,,88.0,,59 mins,59,88.0,2 hours 12 mins,132,88.0,0.6704545454545454,,
La Croix-en-Brie,77370,Seine_et_Marne,48.59304590000001,3.0751495,70.2,3 hours 43 mins,223,nan,,82.3,,54 mins,54,82.3,2 hours 10 mins,130,82.3,0.6561360874848117,,
La Ferté-Gaucher,77320,Seine_et_Marne,48.7805005,3.3054346,82.7,4 hours 31 mins,271,2 hours 12 mins,132,83.0,1.5903614457831325,1 hour 2 mins,62,83.0,2 hours 14 mins,134,90.5,0.7469879518072289,70.0,-2.0
La Ferté-sous-Jouarre,77260,Seine_et_Marne,48.9505699,3.1299837,67.6,3 hours 46 mins,226,56 mins,56,67.6,0.8284023668639054,46 mins,46,67.6,2 hours 2 mins,122,67.6,0.6804733727810651,10.0,-66.0
La Genevraye,77690,Seine_et_Marne,48.31542,2.7490252,77.5,4 hours 12 mins,252,nan,,84.0,,59 mins,59,84.0,2 hours 21 mins,141,84.0,0.7023809523809523,,
La Grande-Paroisse,77130,Seine_et_Marne,48.3862282,2.9006687,75.7,4 hours 5 mins,245,1 hour 20 mins,80,91.3,0.8762322015334064,58 mins,58,91.3,2 hours 20 mins,140,91.3,0.6352683461117197,22.0,-60.0
La Haute-Maison,77580,Seine_et_Marne,48.8819342,3.0007188,57.2,3 hours 4 mins,184,nan,,54.4,,39 mins,39,54.4,1 hour 54 mins,114,54.4,0.7169117647058824,,
La Houssaye-en-Brie,77610,Seine_et_Marne,48.7548307,2.87465,49.7,2 hours 42 mins,162,50 mins,50,50.8,0.984251968503937,38 mins,38,50.8,1 hour 58 mins,118,53.6,0.7480314960629921,12.0,-68.0
La Madeleine-sur-Loing,77570,Seine_et_Marne,48.2036466,2.7052563,89.0,4 hours 42 mins,282,nan,,90.7,,1 hour 1 min,61,90.7,2 hours 24 mins,144,90.7,0.6725468577728776,,
La Rochette,77000,Seine_et_Marne,48.50827,2.6627443,55.9,3 hours 15 mins,195,nan,,63.3,,46 mins,46,63.3,2 hours 16 mins,136,63.3,0.7266982622432859,,
La Tombe,77130,Seine_et_Marne,48.3882384,3.0896846,87.4,4 hours 46 mins,286,nan,,97.3,,1 hour 0 mins,60,97.3,2 hours 22 mins,142,97.3,0.6166495375128469,,
La Trétoire,77510,Seine_et_Marne,48.87380659999999,3.2517242,79.3,4 hours 13 mins,253,nan,,83.3,,59 mins,59,83.3,2 hours 11 mins,131,83.3,0.7082833133253301,,
Lagny-sur-Marne,77400,Seine_et_Marne,48.873093,2.712698,34.0,1 hour 53 mins,113,50 mins,50,34.3,1.457725947521866,27 mins,27,34.3,1 hour 40 mins,100,34.3,0.7871720116618076,23.0,-50.0
Larchant,77760,Seine_et_Marne,48.2848687,2.5956041,77.2,4 hours 8 mins,248,nan,,77.7,,53 mins,53,77.7,2 hours 20 mins,140,77.7,0.682110682110682,,
Laval-en-Brie,77148,Seine_et_Marne,48.428008,3.013642,78.5,4 hours 12 mins,252,nan,,90.9,,58 mins,58,90.9,2 hours 20 mins,140,90.9,0.638063806380638,,
Le Châtelet-en-Brie,77820,Seine_et_Marne,48.50488259999999,2.7919667,58.1,3 hours 9 mins,189,nan,,69.1,,48 mins,48,69.1,2 hours 15 mins,135,69.1,0.694645441389291,,
Le Mée-sur-Seine,77350,Seine_et_Marne,48.5340189,2.6321219,51.5,2 hours 57 mins,177,1 hour 1 min,61,60.5,1.0082644628099173,44 mins,44,60.5,2 hours 12 mins,132,60.5,0.7272727272727273,17.0,-71.0
Le Mesnil-Amelot,77990,Seine_et_Marne,49.0237878,2.5994667,37.6,2 hours 2 mins,122,45 mins,45,39.3,1.1450381679389314,35 mins,35,39.3,2 hours 4 mins,124,39.3,0.89058524173028,10.0,-79.0
Le Pin,77181,Seine_et_Marne,48.9147869,2.6306737,26.5,1 hour 31 mins,91,nan,,38.0,,30 mins,30,38.0,1 hour 43 mins,103,38.0,0.7894736842105263,,
Le Plessis-aux-Bois,77165,Seine_et_Marne,49.0034222,2.7688308,40.4,2 hours 12 mins,132,nan,,51.3,,41 mins,41,51.3,1 hour 56 mins,116,51.3,0.7992202729044835,,
Le Plessis-Feu-Aussoux,77540,Seine_et_Marne,48.715731,3.0320905,63.8,3 hours 27 mins,207,nan,,60.4,,44 mins,44,60.4,2 hours 6 mins,126,60.4,0.728476821192053,,
Le Plessis-l'Évêque,77165,Seine_et_Marne,49.0086306,2.784165,42.8,2 hours 18 mins,138,nan,,55.5,,43 mins,43,55.5,1 hour 57 mins,117,55.5,0.7747747747747747,,
Le Plessis-Placy,77440,Seine_et_Marne,49.0578341,2.9892247,60.7,3 hours 16 mins,196,nan,,75.9,,54 mins,54,75.9,2 hours 4 mins,124,75.9,0.7114624505928854,,
Le Vaudoué,77123,Seine_et_Marne,48.3553167,2.5192688,66.8,3 hours 34 mins,214,nan,,69.7,,50 mins,50,69.7,2 hours 18 mins,138,69.7,0.7173601147776183,,
Léchelle,77171,Seine_et_Marne,48.57835910000001,3.3863622,95.5,5 hours 3 mins,303,nan,,101,,1 hour 10 mins,70,101,2 hours 21 mins,141,101,0.693069306930693,,
Les Chapelles-Bourbon,77610,Seine_et_Marne,48.7413098,2.8412366,46.6,2 hours 32 mins,152,nan,,50.5,,36 mins,36,50.5,1 hour 56 mins,116,50.5,0.7128712871287128,,
Les Écrennes,77820,Seine_et_Marne,48.5036031,2.8566168,62.1,3 hours 23 mins,203,nan,,78.3,,53 mins,53,78.3,2 hours 16 mins,136,78.3,0.6768837803320562,,
Les Marêts,77560,Seine_et_Marne,48.670628,3.3142256,87.0,4 hours 37 mins,277,nan,,89.7,,1 hour 1 min,61,89.7,2 hours 12 mins,132,89.7,0.6800445930880713,,
Les Ormes-sur-Voulzie,77134,Seine_et_Marne,48.458123,3.224385,88.6,4 hours 47 mins,287,nan,,98.6,,1 hour 10 mins,70,98.6,2 hours 20 mins,140,98.6,0.7099391480730224,,
Lescherolles,77320,Seine_et_Marne,48.7620911,3.3458858,86.8,4 hours 44 mins,284,nan,,86.8,,1 hour 5 mins,65,86.8,2 hours 16 mins,136,93.8,0.7488479262672811,,
Lesches,77450,Seine_et_Marne,48.90881,2.7802441,41.6,2 hours 19 mins,139,nan,,45.6,,36 mins,36,45.6,1 hour 48 mins,108,45.6,0.7894736842105263,,
Lésigny,77150,Seine_et_Marne,48.7439624,2.6149514,27.1,1 hour 29 mins,89,nan,,34.3,,27 mins,27,34.3,1 hour 50 mins,110,34.3,0.7871720116618076,,
Leudon-en-Brie,77320,Seine_et_Marne,48.7337339,3.2696368,81.7,4 hours 19 mins,259,nan,,84.9,,57 mins,57,84.9,2 hours 11 mins,131,84.9,0.6713780918727915,,
Lieusaint,77127,Seine_et_Marne,48.625529,2.553432,36.4,2 hours 3 mins,123,1 hour 6 mins,66,47.3,1.3953488372093024,35 mins,35,47.3,2 hours 5 mins,125,47.3,0.7399577167019028,31.0,-59.0
Limoges-Fourches,77550,Seine_et_Marne,48.626901,2.6644001,42.6,2 hours 20 mins,140,nan,,50.7,,36 mins,36,50.7,2 hours 5 mins,125,50.7,0.7100591715976331,,
Lissy,77550,Seine_et_Marne,48.6263611,2.6943934,40.8,2 hours 13 mins,133,nan,,53.8,,38 mins,38,53.8,2 hours 1 min,121,51.6,0.7063197026022305,,
Liverdy-en-Brie,77220,Seine_et_Marne,48.6998549,2.7751499,43.6,2 hours 22 mins,142,nan,,49.6,,36 mins,36,49.6,1 hour 55 mins,115,49.6,0.7258064516129032,,
Livry-sur-Seine,77000,Seine_et_Marne,48.51093299999999,2.6847633,55.8,3 hours 13 mins,193,50 mins,50,65.3,0.7656967840735069,49 mins,49,65.3,2 hours 15 mins,135,65.3,0.7503828483920368,1.0,-85.0
Lizines,77650,Seine_et_Marne,48.5268962,3.1782054,79.6,4 hours 12 mins,252,nan,,89.8,,1 hour 0 mins,60,89.8,2 hours 13 mins,133,89.8,0.6681514476614699,,
Lizy-sur-Ourcq,77440,Seine_et_Marne,49.0254154,3.0264159,62.6,3 hours 27 mins,207,1 hour 3 mins,63,72.6,0.8677685950413224,49 mins,49,72.6,2 hours 1 min,121,72.6,0.6749311294765841,14.0,-58.0
Lognes,77185,Seine_et_Marne,48.8350187,2.6298705,27.4,1 hour 35 mins,95,41 mins,41,25.0,1.64,21 mins,21,25.0,1 hour 30 mins,90,25.0,0.84,20.0,-49.0
Longperrier,77230,Seine_et_Marne,49.05197750000001,2.6633758,42.5,2 hours 17 mins,137,nan,,46.5,,37 mins,37,46.5,2 hours 2 mins,122,46.5,0.7956989247311828,,
Longueville,77650,Seine_et_Marne,48.5144867,3.2470748,85.4,4 hours 34 mins,274,1 hour 21 mins,81,96.4,0.8402489626556016,1 hour 8 mins,68,96.4,2 hours 18 mins,138,96.4,0.7053941908713692,13.0,-57.0
Lorrez-le-Bocage-Préaux,77710,Seine_et_Marne,48.2376111,2.9011805,91.7,4 hours 54 mins,294,nan,,98.8,,1 hour 3 mins,63,98.8,2 hours 25 mins,145,98.8,0.6376518218623481,,
Louan-Villegruis-Fontaine,77560,Seine_et_Marne,48.617355,3.4887515,105,5 hours 32 mins,332,nan,,102,,1 hour 11 mins,71,102,2 hours 20 mins,140,102,0.696078431372549,,
Luisetaines,77520,Seine_et_Marne,48.46775,3.1805708,85.0,4 hours 35 mins,275,nan,,98.5,,1 hour 9 mins,69,98.5,2 hours 19 mins,139,98.5,0.700507614213198,,
Lumigny-Nesles-Ormeaux,77540,Seine_et_Marne,48.7013233,2.9627611,58.8,3 hours 11 mins,191,nan,,61.2,,41 mins,41,61.2,1 hour 59 mins,119,61.2,0.6699346405228758,,
Luzancy,77138,Seine_et_Marne,48.9726365,3.1877874,73.2,4 hours 6 mins,246,nan,,73.5,,53 mins,53,73.5,2 hours 8 mins,128,73.5,0.7210884353741497,,
Machault,77133,Seine_et_Marne,48.4498979,2.8292675,66.9,3 hours 37 mins,217,nan,,78.9,,58 mins,58,78.9,2 hours 24 mins,144,78.9,0.7351077313054499,,
Magny-le-Hongre,77700,Seine_et_Marne,48.86300989999999,2.8147981,43.1,2 hours 25 mins,145,nan,,41.7,,31 mins,31,41.7,1 hour 45 mins,105,41.7,0.7434052757793764,,
Maincy,77950,Seine_et_Marne,48.5497575,2.7011049,50.5,2 hours 45 mins,165,nan,,61.9,,43 mins,43,61.9,2 hours 11 mins,131,61.9,0.6946688206785138,,
Maison-Rouge,77370,Seine_et_Marne,48.5585412,3.1515536,76.4,4 hours 1 min,241,nan,,86.2,,58 mins,58,86.2,2 hours 12 mins,132,86.2,0.6728538283062645,,
Maisoncelles-en-Brie,77580,Seine_et_Marne,48.8619278,2.9913255,56.3,3 hours 4 mins,184,nan,,54.8,,39 mins,39,54.8,1 hour 54 mins,114,54.8,0.7116788321167884,,
Maisoncelles-en-Gâtinais,77570,Seine_et_Marne,48.1875795,2.6263408,91.4,4 hours 48 mins,288,nan,,92.2,,1 hour 6 mins,66,92.2,2 hours 26 mins,146,92.2,0.7158351409978307,,
Marchémoret,77230,Seine_et_Marne,49.0504366,2.7708869,45.2,2 hours 30 mins,150,nan,,52.6,,40 mins,40,52.6,2 hours 7 mins,127,52.6,0.7604562737642585,,
Marcilly,77139,Seine_et_Marne,49.03654909999999,2.8773336,50.6,2 hours 45 mins,165,nan,,66.2,,46 mins,46,66.2,1 hour 58 mins,118,66.2,0.6948640483383686,,
Marles-en-Brie,77610,Seine_et_Marne,48.72831,2.8792664,50.3,2 hours 45 mins,165,1 hour 8 mins,68,54.0,1.2592592592592593,40 mins,40,54.0,1 hour 58 mins,118,54.0,0.7407407407407407,28.0,-50.0
Marolles-en-Brie,77120,Seine_et_Marne,48.7341845,2.5516254,76.0,1 hour 21 mins,81,nan,,73.6,,56 mins,56,73.6,2 hours 11 mins,131,83.8,0.7608695652173914,,
Marolles-sur-Seine,77130,Seine_et_Marne,48.38703650000001,3.0352876,84.5,4 hours 36 mins,276,nan,,93.1,,57 mins,57,93.1,2 hours 20 mins,140,93.1,0.6122448979591837,,
Mary-sur-Marne,77440,Seine_et_Marne,49.0149252,3.0296972,62.0,3 hours 26 mins,206,1 hour 19 mins,79,73.2,1.0792349726775956,51 mins,51,73.2,2 hours 1 min,121,73.2,0.6967213114754098,28.0,-42.0
Mauperthuis,77120,Seine_et_Marne,48.7680211,3.0394251,64.3,3 hours 30 mins,210,nan,,61.2,,45 mins,45,61.2,2 hours 7 mins,127,61.2,0.7352941176470588,,
Mauregard,77990,Seine_et_Marne,49.0218283,2.5965625,37.8,2 hours 2 mins,122,nan,,42.7,,36 mins,36,42.7,2 hours 1 min,121,42.7,0.8430913348946135,,
May-en-Multien,77145,Seine_et_Marne,49.0735707,3.0277458,64.2,3 hours 27 mins,207,nan,,78.4,,55 mins,55,78.4,2 hours 9 mins,129,78.4,0.7015306122448979,,
Meaux,77100,Seine_et_Marne,48.9542137,2.9086574,50.3,2 hours 48 mins,168,nan,,56.7,,42 mins,42,56.7,1 hour 58 mins,118,56.7,0.7407407407407407,,
Meigneux,77520,Seine_et_Marne,48.5114417,3.1036409,75.7,4 hours 1 min,241,nan,,86.7,,1 hour 4 mins,64,86.7,2 hours 15 mins,135,86.7,0.7381776239907728,,
Meilleray,77320,Seine_et_Marne,48.7884678,3.4240987,91.9,5 hours 1 min,301,nan,,92.3,,1 hour 11 mins,71,92.3,2 hours 20 mins,140,99.8,0.7692307692307693,,
Melun(préfecture),77000,Seine_et_Marne,48.5419469,2.6544149,101,5 hours 26 mins,326,nan,,105,,1 hour 12 mins,72,105,2 hours 24 mins,144,105,0.6857142857142857,,
Melz-sur-Seine,77171,Seine_et_Marne,48.4977799,3.4173031,74.4,4 hours 9 mins,249,nan,,73.6,,52 mins,52,73.6,2 hours 7 mins,127,73.6,0.7065217391304348,,
Méry-sur-Marne,77730,Seine_et_Marne,48.9665202,3.2014212,32.4,1 hour 49 mins,109,nan,,45.3,,38 mins,38,45.3,1 hour 57 mins,117,45.3,0.8388520971302429,,
Messy,77410,Seine_et_Marne,48.967202,2.700828,89.7,4 hours 49 mins,289,nan,,100,,1 hour 2 mins,62,100,2 hours 24 mins,144,100,0.62,,
Misy-sur-Yonne,77130,Seine_et_Marne,48.35985549999999,3.0893646,29.5,1 hour 39 mins,99,42 mins,42,39.5,1.0632911392405062,35 mins,35,39.5,1 hour 59 mins,119,39.5,0.8860759493670886,7.0,-77.0
Mitry-Mory,77290,Seine_et_Marne,48.9853803,2.6187884,50.7,2 hours 47 mins,167,nan,,63.4,,45 mins,45,63.4,2 hours 7 mins,127,60.5,0.7097791798107256,,
Moisenay,77950,Seine_et_Marne,48.5634273,2.7385715,39.0,2 hours 13 mins,133,nan,,50.7,,37 mins,37,50.7,2 hours 7 mins,127,50.7,0.7297830374753451,,
Moissy-Cramayel,77550,Seine_et_Marne,48.6274326,2.5936315,96.7,3 hours 57 mins,237,nan,,96.1,,1 hour 9 mins,69,96.1,2 hours 27 mins,147,96.1,0.7180020811654527,,
Mondreville,77570,Seine_et_Marne,48.9028533,1.5533004,80.1,4 hours 16 mins,256,nan,,93.8,,1 hour 4 mins,64,93.8,2 hours 14 mins,134,93.8,0.6823027718550106,,
Mons-en-Montois,77520,Seine_et_Marne,48.4889589,3.14806,56.0,3 hours 4 mins,184,nan,,60.8,,45 mins,45,60.8,1 hour 56 mins,116,60.8,0.7401315789473685,,
Montceaux-lès-Meaux,77470,Seine_et_Marne,48.9416172,2.9853652,97.4,5 hours 9 mins,309,nan,,95.3,,1 hour 3 mins,63,95.3,2 hours 14 mins,134,95.3,0.6610703043022036,,
Montceaux-lès-Provins,77151,Seine_et_Marne,48.6929838,3.4440482,77.2,4 hours 8 mins,248,nan,,87.3,,57 mins,57,87.3,2 hours 21 mins,141,87.3,0.6529209621993127,,
Montcourt-Fromonville,77140,Seine_et_Marne,48.3026766,2.7007551,91.9,4 hours 51 mins,291,nan,,93.4,,1 hour 9 mins,69,93.4,2 hours 16 mins,136,93.4,0.7387580299785866,,
Montdauphin,77320,Seine_et_Marne,48.8505841,3.4111893,96.4,5 hours 6 mins,306,nan,,102,,1 hour 13 mins,73,102,2 hours 20 mins,140,102,0.7156862745098039,,
Montenils,77320,Seine_et_Marne,48.8418842,3.476694,77.1,4 hours 12 mins,252,1 hour 10 mins,70,91.5,0.7650273224043715,59 mins,59,91.5,2 hours 23 mins,143,91.5,0.644808743169399,11.0,-73.0
Montereau-Fault-Yonne,77130,Seine_et_Marne,48.3846441,2.9564027,47.8,2 hours 40 mins,160,nan,,54.9,,39 mins,39,54.9,1 hour 49 mins,109,46.5,0.7103825136612022,,
Montereau-sur-le-Jard,77950,Seine_et_Marne,48.590334,2.668657,37.8,2 hours 6 mins,126,1 hour 43 mins,103,39.7,2.5944584382871536,31 mins,31,39.7,1 hour 44 mins,104,39.7,0.7808564231738034,72.0,-1.0
Montévrain,77144,Seine_et_Marne,48.8692857,2.7555644,40.9,2 hours 13 mins,133,nan,,53.3,,41 mins,41,53.3,1 hour 59 mins,119,55.5,0.7692307692307693,,
Montgé-en-Goële,77230,Seine_et_Marne,49.0283921,2.7489422,46.2,2 hours 30 mins,150,nan,,64.3,,44 mins,44,64.3,1 hour 57 mins,117,64.3,0.6842923794712287,,
Monthyon,77122,Seine_et_Marne,49.01116769999999,2.8275924,95.7,5 hours 7 mins,307,nan,,112,,1 hour 11 mins,71,112,2 hours 28 mins,148,112,0.6339285714285714,,
Montigny-le-Guesdier,77480,Seine_et_Marne,48.3831624,3.2540253,78.9,4 hours 16 mins,256,nan,,93.6,,59 mins,59,93.6,2 hours 21 mins,141,93.6,0.6303418803418804,,
Montigny-Lencoup,77520,Seine_et_Marne,48.452465,3.0607777,79.4,4 hours 14 mins,254,nan,,84.8,,1 hour 1 min,61,84.8,2 hours 22 mins,142,84.8,0.7193396226415094,,
Montigny-sur-Loing,77690,Seine_et_Marne,48.3161517,2.7544082,86.2,4 hours 37 mins,277,nan,,102,,1 hour 7 mins,67,102,2 hours 26 mins,146,102,0.6568627450980392,,
Montmachoux,77940,Seine_et_Marne,48.3190062,2.9936632,93.8,4 hours 55 mins,295,nan,,96.3,,1 hour 9 mins,69,96.3,2 hours 15 mins,135,96.3,0.7165109034267912,,
Montolivet,77320,Seine_et_Marne,48.8293605,3.4397831,42.6,2 hours 24 mins,144,59 mins,59,46.3,1.2742980561555077,35 mins,35,46.3,1 hour 47 mins,107,46.3,0.755939524838013,24.0,-48.0
Montry,77450,Seine_et_Marne,48.8867623,2.8282754,79.3,4 hours 32 mins,272,nan,,84.0,,1 hour 0 mins,60,84.0,2 hours 24 mins,144,84.0,0.7142857142857143,,
Moret-Loing-et-Orvanne,77250,Seine_et_Marne,48.3603526,2.8268921,54.2,2 hours 56 mins,176,1 hour 1 min,61,68.0,0.8970588235294118,49 mins,49,68.0,2 hours 4 mins,124,68.0,0.7205882352941176,12.0,-63.0
Mormant,77720,Seine_et_Marne,48.6111599,2.8883902,55.1,2 hours 59 mins,179,1 hour 9 mins,69,50.4,1.369047619047619,38 mins,38,50.4,2 hours 1 min,121,50.4,0.753968253968254,31.0,-52.0
Mortcerf,77163,Seine_et_Marne,48.792122,2.9149551,85.6,4 hours 28 mins,268,nan,,87.7,,59 mins,59,87.7,2 hours 12 mins,132,87.7,0.6727480045610034,,
Mortery,77160,Seine_et_Marne,48.5990214,3.2594872,61.2,3 hours 21 mins,201,1 hour 16 mins,76,57.7,1.317157712305026,42 mins,42,57.7,1 hour 59 mins,119,57.7,0.7279029462738301,34.0,-43.0
Mouroux,77120,Seine_et_Marne,48.824683,3.0391098,92.2,4 hours 56 mins,296,nan,,108,,1 hour 7 mins,67,108,2 hours 26 mins,146,108,0.6203703703703703,,
Mousseaux-lès-Bray,77480,Seine_et_Marne,48.4101118,3.2294703,42.8,2 hours 21 mins,141,nan,,41.0,,36 mins,36,41.0,2 hours 4 mins,124,41.0,0.8780487804878049,,
Moussy-le-Neuf,77230,Seine_et_Marne,49.06401779999999,2.6035442,40.9,2 hours 14 mins,134,nan,,43.6,,39 mins,39,43.6,2 hours 6 mins,126,43.6,0.8944954128440367,,
Moussy-le-Vieux,77230,Seine_et_Marne,49.0470511,2.6242913,91.4,4 hours 55 mins,295,nan,,111,,1 hour 12 mins,72,111,2 hours 24 mins,144,104,0.6486486486486487,,
Mouy-sur-Seine,77480,Seine_et_Marne,48.4209699,3.2440059,42.5,2 hours 24 mins,144,nan,,52.6,,41 mins,41,52.6,2 hours 13 mins,133,52.6,0.779467680608365,,
Nandy,77176,Seine_et_Marne,48.5804696,2.5660001,66.3,3 hours 32 mins,212,1 hour 9 mins,69,76.8,0.8984375,55 mins,55,76.8,2 hours 11 mins,131,76.8,0.7161458333333334,14.0,-62.0
Nangis,77370,Seine_et_Marne,48.5546012,3.0137341,71.1,3 hours 46 mins,226,nan,,77.9,,59 mins,59,77.9,2 hours 21 mins,141,77.9,0.7573812580231065,,
Nanteau-sur-Essonne,77760,Seine_et_Marne,48.3208744,2.4272357,86.8,4 hours 40 mins,280,nan,,92.4,,1 hour 0 mins,60,92.4,2 hours 22 mins,142,92.4,0.6493506493506493,,
Nanteau-sur-Lunain,77710,Seine_et_Marne,48.2564405,2.80973,51.0,2 hours 49 mins,169,nan,,52.5,,37 mins,37,52.5,1 hour 49 mins,109,52.5,0.7047619047619048,,
Nanteuil-lès-Meaux,77100,Seine_et_Marne,48.9284954,2.8974514,76.6,4 hours 17 mins,257,1 hour 10 mins,70,75.8,0.9234828496042217,54 mins,54,75.8,2 hours 9 mins,129,75.8,0.712401055408971,16.0,-59.0
Nanteuil-sur-Marne,77730,Seine_et_Marne,48.9780972,3.2209472,36.2,2 hours 1 min,121,45 mins,45,46.0,0.9782608695652174,38 mins,38,46.0,2 hours 4 mins,124,46.0,0.8260869565217391,7.0,-79.0
Nantouillet,77230,Seine_et_Marne,49.0017394,2.7071321,80.6,4 hours 18 mins,258,1 hour 25 mins,85,83.2,1.0216346153846154,54 mins,54,83.2,2 hours 20 mins,140,83.2,0.6490384615384616,31.0,-55.0
Nemours,77140,Seine_et_Marne,48.26706979999999,2.6926081,46.8,2 hours 30 mins,150,nan,,45.2,,36 mins,36,45.2,1 hour 51 mins,111,45.2,0.7964601769911503,,
